Symbol Probabilities:
Symbol:  -25 | Count: 368748 | Probability: 0.00502491574550320043
Symbol:   39 | Count: 916668 | Probability: 0.01249140189668534670
Symbol: -186 | Count:   1213 | Probability: 0.00001652950741236666
Symbol: -307 | Count:    436 | Probability: 0.00000594135633288695
Symbol:   29 | Count: 964102 | Probability: 0.01313778331020406046
Symbol:  487 | Count:    561 | Probability: 0.00000764472684116875
Symbol: -133 | Count:   9732 | Probability: 0.00013261761429278842
Symbol:   24 | Count: 917226 | Probability: 0.01249900574263431569
Symbol:   34 | Count: 1055203 | Probability: 0.01437921336360390746
Symbol:  -79 | Count:   7285 | Probability: 0.00009927243322266376
Symbol:  411 | Count:    585 | Probability: 0.00000797177397875886
Symbol: -185 | Count:   2397 | Probability: 0.00003266383286681195
Symbol:   28 | Count: 780927 | Probability: 0.01064166416736789939
Symbol:   33 | Count: 610890 | Probability: 0.00832457607843418816
Symbol:  -78 | Count:  12363 | Probability: 0.00016847015675110392
Symbol: -188 | Count:   1101 | Probability: 0.00001500328743694616
Symbol:   31 | Count: 325231 | Probability: 0.00443191115023200497
Symbol:  419 | Count:    384 | Probability: 0.00000523275420144171
Symbol:  -65 | Count:  16693 | Probability: 0.00022747491115798576
Symbol: -464 | Count:    160 | Probability: 0.00000218031425060071
Symbol:   36 | Count: 746474 | Probability: 0.01017217437439323427
Symbol:   38 | Count: 665411 | Probability: 0.00906753178629044788
Symbol:  -67 | Count:  17406 | Probability: 0.00023719093653722518
Symbol:  -88 | Count:   6664 | Probability: 0.00009081008853751974
Symbol:   43 | Count: 733402 | Probability: 0.00999404270011915521
Symbol:  439 | Count:    642 | Probability: 0.00000874851093053536
Symbol:  -85 | Count:  13499 | Probability: 0.00018395038793036901
Symbol: -468 | Count:    200 | Probability: 0.00000272539281325089
Symbol:   40 | Count: 588165 | Probability: 0.00801490332002855604
Symbol:   37 | Count: 662172 | Probability: 0.00902339404967984933
Symbol:  -66 | Count:  17594 | Probability: 0.00023975280578168102
Symbol:  433 | Count:    199 | Probability: 0.00000271176584918464
Symbol:  -87 | Count:   5474 | Probability: 0.00007459400129867693
Symbol: -478 | Count:    584 | Probability: 0.00000795814701469261
Symbol:   42 | Count: 643959 | Probability: 0.00877520615314115841
Symbol:  437 | Count:    331 | Probability: 0.00000451052510593023
Symbol:  -75 | Count:  11470 | Probability: 0.00015630127783993868
Symbol: -466 | Count:    406 | Probability: 0.00000553254741089931
Symbol:   46 | Count: 389152 | Probability: 0.00530296032031105698
Symbol:  -86 | Count:   9181 | Probability: 0.00012510915709228223
Symbol:   41 | Count: 377303 | Probability: 0.00514149442309000740
Symbol:   45 | Count: 389179 | Probability: 0.00530332824834084567
Symbol:  -74 | Count:  11605 | Probability: 0.00015814091798888304
Symbol:  427 | Count:    496 | Probability: 0.00000675897417686221
Symbol:  -73 | Count:  24284 | Probability: 0.00033091719538492337
Symbol: -472 | Count:    286 | Probability: 0.00000389731172294878
Symbol:   44 | Count: 330877 | Probability: 0.00450884898935007775
Symbol:  -76 | Count:  10460 | Probability: 0.00014253804413302167
Symbol:   47 | Count: 438929 | Probability: 0.00598126971063700497
Symbol:  441 | Count:    256 | Probability: 0.00000348850280096114
Symbol:  -95 | Count:   4483 | Probability: 0.00006108967990901876
Symbol:   50 | Count: 378537 | Probability: 0.00515831009674776533
Symbol:   51 | Count: 357172 | Probability: 0.00486717000947223862
Symbol:  -96 | Count:   4933 | Probability: 0.00006722181373883326
Symbol:   52 | Count: 259583 | Probability: 0.00353732821321053230
Symbol:  -81 | Count:  12789 | Probability: 0.00017427524344332832
Symbol:   48 | Count: 264205 | Probability: 0.00360031204112476032
Symbol:  -93 | Count:   9091 | Probability: 0.00012388273032631932
Symbol:   49 | Count: 219029 | Probability: 0.00298470031246764883
Symbol:  -94 | Count:   7449 | Probability: 0.00010150725532952949
Symbol:   55 | Count: 351869 | Probability: 0.00479490621902889120
Symbol:  -84 | Count:   5515 | Probability: 0.00007515270682539337
Symbol: -168 | Count:   1277 | Probability: 0.00001740163311260695
Symbol:   59 | Count: 237814 | Probability: 0.00324068283245223902
Symbol:   57 | Count: 122620 | Probability: 0.00167093833380412221
Symbol: -166 | Count:   2748 | Probability: 0.00003744689725406726
Symbol:   56 | Count: 147845 | Probability: 0.00201467850237539107
Symbol: -165 | Count:   4440 | Probability: 0.00006050372045416981
Symbol:  385 | Count:    242 | Probability: 0.00000329772530403358
Symbol: -167 | Count:   1758 | Probability: 0.00002395620282847534
Symbol:   58 | Count: 212170 | Probability: 0.00289123296593720921
Symbol:   53 | Count: 222994 | Probability: 0.00303873122499034778
Symbol:  -82 | Count:   8573 | Probability: 0.00011682396293999951
Symbol:   64 | Count: 135218 | Probability: 0.00184261082711079604
Symbol: -237 | Count:   1086 | Probability: 0.00001479888297595235
Symbol:   60 | Count: 108251 | Probability: 0.00147513248713611192
Symbol:  -89 | Count:  11523 | Probability: 0.00015702350693545016
Symbol:  -90 | Count:   6418 | Probability: 0.00008745785537722115
Symbol:   61 | Count: 126280 | Probability: 0.00172081302228661360
Symbol:   67 | Count: 120922 | Probability: 0.00164779974881962212
Symbol: -353 | Count:    428 | Probability: 0.00000583234062035691
Symbol: -240 | Count:    456 | Probability: 0.00000621389561421203
Symbol:   54 | Count: 225544 | Probability: 0.00307347998335929639
Symbol:  -83 | Count:   8387 | Probability: 0.00011428934762367619
Symbol:   65 | Count:  73481 | Probability: 0.00100132294655244408
Symbol: -238 | Count:    746 | Probability: 0.00001016571519342583
Symbol:  389 | Count:    358 | Probability: 0.00000487845313571910
Symbol:  -91 | Count:   6592 | Probability: 0.00008982894712474942
Symbol:   62 | Count: 119604 | Probability: 0.00162983941018029869
Symbol:  -92 | Count:   5940 | Probability: 0.00008094416655355151
Symbol:   63 | Count:  32148 | Probability: 0.00043807964080194847
Symbol: -246 | Count:    694 | Probability: 0.00000945711306198060
Symbol: -367 | Count:    311 | Probability: 0.00000423798582460514
Symbol:   73 | Count:  42977 | Probability: 0.00058564603467541802
Symbol: -283 | Count:    539 | Probability: 0.00000734493363171116
Symbol: -226 | Count:    615 | Probability: 0.00000838058290074649
Symbol:   69 | Count:  77438 | Probability: 0.00105524484336261314
Symbol: -247 | Count:    488 | Probability: 0.00000664995846433218
Symbol:   74 | Count:  75874 | Probability: 0.00103393227156299105
Symbol:   72 | Count:  70661 | Probability: 0.00096289490788560659
Symbol:  459 | Count:    628 | Probability: 0.00000855773343360780
Symbol: -233 | Count:   1421 | Probability: 0.00001936391593814759
Symbol:   76 | Count:  40020 | Probability: 0.00054535110193150362
Symbol: -355 | Count:    379 | Probability: 0.00000516461938111044
Symbol:   77 | Count:  46162 | Probability: 0.00062904791522643856
Symbol: -361 | Count:    760 | Probability: 0.00001035649269035339
Symbol: -248 | Count:    432 | Probability: 0.00000588684847662193
Symbol:   75 | Count:  84670 | Probability: 0.00115379504748976537
Symbol: -254 | Count:    646 | Probability: 0.00000880301878680038
Symbol: -375 | Count:    324 | Probability: 0.00000441513635746645
Symbol:   81 | Count:  26609 | Probability: 0.00036259988683896502
Symbol: -357 | Count:    670 | Probability: 0.00000913006592439049
Symbol:   71 | Count: 104300 | Probability: 0.00142129235211034045
Symbol: -228 | Count:    398 | Probability: 0.00000542353169836928
Symbol:   86 | Count:  30670 | Probability: 0.00041793898791202440
Symbol: -365 | Count:    618 | Probability: 0.00000842146379294526
Symbol:   79 | Count:  40607 | Probability: 0.00055335012983839501
Symbol:   78 | Count:  47465 | Probability: 0.00064680384940476803
Symbol: -256 | Count:    112 | Probability: 0.00000152621997542050
Symbol:   83 | Count:  44273 | Probability: 0.00060330658010528386
Symbol: -244 | Count:    379 | Probability: 0.00000516461938111044
Symbol:   87 | Count:  46479 | Probability: 0.00063336766283544118
Symbol: -241 | Count:    852 | Probability: 0.00001161017338444880
Symbol:   84 | Count:  34407 | Probability: 0.00046886295262761732
Symbol:   88 | Count:  21095 | Probability: 0.00028746080697763789
Symbol: -383 | Count:    166 | Probability: 0.00000226207603499824
Symbol:   89 | Count:  17017 | Probability: 0.00023189004751545219
Symbol:   98 | Count:  21148 | Probability: 0.00028818303607314937
Symbol: -143 | Count:   3626 | Probability: 0.00004941137170423868
Symbol:   99 | Count:  19459 | Probability: 0.00026516709376524559
Symbol: -144 | Count:   2862 | Probability: 0.00003900037115762028
Symbol:  483 | Count:    511 | Probability: 0.00000696337863785603
Symbol: -129 | Count:   3611 | Probability: 0.00004920696724324487
Symbol:  100 | Count:  15475 | Probability: 0.00021087726892528782
Symbol: -242 | Count:    574 | Probability: 0.00000782187737403006
Symbol:   85 | Count:  28740 | Probability: 0.00039163894726415327
Symbol: -252 | Count:    408 | Probability: 0.00000555980133903182
Symbol:   95 | Count:   8453 | Probability: 0.00011518872725204897
Symbol:  107 | Count:  16069 | Probability: 0.00021897168558064297
Symbol: -265 | Count:   1078 | Probability: 0.00001468986726342231
Symbol: -152 | Count:   3369 | Probability: 0.00004590924193921128
Symbol:   90 | Count:  30374 | Probability: 0.00041390540654841305
Symbol:   93 | Count:  18563 | Probability: 0.00025295733396188158
Symbol: -371 | Count:    411 | Probability: 0.00000560068223123058
Symbol:  103 | Count:  17843 | Probability: 0.00024314591983417839
Symbol: -261 | Count:    920 | Probability: 0.00001253680694095411
Symbol: -132 | Count:   3573 | Probability: 0.00004868914260872720
Symbol:   97 | Count:  11500 | Probability: 0.00015671008676192632
Symbol: -142 | Count:   5788 | Probability: 0.00007887286801548084
Symbol:   92 | Count:  16359 | Probability: 0.00022292350515985677
Symbol: -249 | Count:    998 | Probability: 0.00001359971013812195
Symbol: -377 | Count:    706 | Probability: 0.00000962063663077565
Symbol: -200 | Count:    582 | Probability: 0.00000793089308656010
Symbol:   91 | Count:  33963 | Probability: 0.00046281258058220032
Symbol: -251 | Count:    620 | Probability: 0.00000844871772107777
Symbol:   94 | Count:  18943 | Probability: 0.00025813558030705831
Symbol:  495 | Count:    465 | Probability: 0.00000633653829080833
Symbol: -141 | Count:   7331 | Probability: 0.00009989927356971147
Symbol:   96 | Count:  16379 | Probability: 0.00022319604444118185
Symbol:  106 | Count:  14486 | Probability: 0.00019740020146376215
Symbol: -151 | Count:   2935 | Probability: 0.00003999513953445685
Symbol:  491 | Count:    686 | Probability: 0.00000934809734945056
Symbol: -137 | Count:  10326 | Probability: 0.00014071203094814357
Symbol:  108 | Count:   7988 | Probability: 0.00010885218896124065
Symbol: -150 | Count:   4698 | Probability: 0.00006401947718326347
Symbol: -271 | Count:    406 | Probability: 0.00000553254741089931
Symbol:  105 | Count:   7721 | Probability: 0.00010521378955555071
Symbol:  102 | Count:  13852 | Probability: 0.00018876070624575681
Symbol: -131 | Count:   5889 | Probability: 0.00008024919138617253
Symbol:  503 | Count:    916 | Probability: 0.00001248229908468909
Symbol: -149 | Count:   7254 | Probability: 0.00009884999733660988
Symbol:  104 | Count:  13034 | Probability: 0.00017761384963956066
Symbol:   70 | Count:  79201 | Probability: 0.00107926918101141972
Symbol: -225 | Count:    616 | Probability: 0.00000839420986481275
Symbol:   68 | Count:  91013 | Probability: 0.00124023088056201733
Symbol: -239 | Count:    522 | Probability: 0.00000711327524258483
Symbol:   66 | Count: 130779 | Probability: 0.00178212073362069229
Symbol:   82 | Count:  47850 | Probability: 0.00065205023057027603
Symbol:  111 | Count:  10581 | Probability: 0.00014418690678503847
Symbol: -269 | Count:    805 | Probability: 0.00001096970607333484
Symbol: -140 | Count:   4480 | Probability: 0.00006104879901682000
Symbol:  112 | Count:   7395 | Probability: 0.00010077139926995175
Symbol: -157 | Count:   4779 | Probability: 0.00006512326127263008
Symbol:  453 | Count:    409 | Probability: 0.00000557342830309808
Symbol: -155 | Count:   3397 | Probability: 0.00004629079693306641
Symbol:  126 | Count:   3055 | Probability: 0.00004163037522240738
Symbol:  118 | Count:   7754 | Probability: 0.00010566347936973711
Symbol: -147 | Count:   4410 | Probability: 0.00006009491153218218
Symbol:  123 | Count:   9886 | Probability: 0.00013471616675899163
Symbol: -281 | Count:    866 | Probability: 0.00001180095088137636
Symbol: -230 | Count:    775 | Probability: 0.00001056089715134721
Symbol:  121 | Count:   4477 | Probability: 0.00006100791812462123
Symbol:  122 | Count:   8485 | Probability: 0.00011562479010216912
Symbol: -275 | Count:    532 | Probability: 0.00000724954488324737
Symbol:  125 | Count:   5573 | Probability: 0.00007594307074123613
Symbol: -154 | Count:   3199 | Probability: 0.00004359265804794803
Symbol:  132 | Count:   5932 | Probability: 0.00008083515084102147
Symbol:  128 | Count:   8559 | Probability: 0.00011663318544307194
Symbol: -417 | Count:    656 | Probability: 0.00000893928842746293
Symbol:  131 | Count:   6667 | Probability: 0.00009085096942971851
Symbol:  318 | Count:    292 | Probability: 0.00000397907350734630
Symbol: -347 | Count:    413 | Probability: 0.00000562793615936309
Symbol:  133 | Count:   4852 | Probability: 0.00006611802964946666
Symbol:  130 | Count:   7415 | Probability: 0.00010104393855127685
Symbol:  507 | Count:   1006 | Probability: 0.00001370872585065199
Symbol: -153 | Count:   6138 | Probability: 0.00008364230543866989
Symbol:  124 | Count:   4884 | Probability: 0.00006655409249958679
Symbol:  129 | Count:   3616 | Probability: 0.00004927510206357614
Symbol:  134 | Count:   5397 | Probability: 0.00007354472506557534
Symbol: -421 | Count:    921 | Probability: 0.00001255043390502036
Symbol:  135 | Count:   6989 | Probability: 0.00009523885185905244
Symbol: -419 | Count:    489 | Probability: 0.00000666358542839843
Symbol:  141 | Count:   3973 | Probability: 0.00005413992823522898
Symbol:  136 | Count:   5555 | Probability: 0.00007569778538804354
Symbol:  139 | Count:   6769 | Probability: 0.00009224091976447645
Symbol:  142 | Count:   4584 | Probability: 0.00006246600327971045
Symbol: -437 | Count:    836 | Probability: 0.00001139214195938873
Symbol:  151 | Count:   5999 | Probability: 0.00008174815743346052
Symbol: -433 | Count:    648 | Probability: 0.00000883027271493289
Symbol:  147 | Count:   4930 | Probability: 0.00006718093284663450
Symbol:  140 | Count:   3694 | Probability: 0.00005033800526074399
Symbol:  120 | Count:   5786 | Probability: 0.00007884561408734832
Symbol: -229 | Count:   1273 | Probability: 0.00001734712525634193
Symbol: -277 | Count:    931 | Probability: 0.00001268670354568291
Symbol:  119 | Count:  11829 | Probability: 0.00016119335793972404
Symbol: -148 | Count:   2670 | Probability: 0.00003638399405689942
Symbol:  116 | Count:   8256 | Probability: 0.00011250421533099684
Symbol: -145 | Count:   6740 | Probability: 0.00009184573780655508
Symbol:  115 | Count:  10128 | Probability: 0.00013801389206302521
Symbol: -273 | Count:    848 | Probability: 0.00001155566552818378
Symbol:  109 | Count:   9058 | Probability: 0.00012343304051213292
Symbol: -138 | Count:   5077 | Probability: 0.00006918409656437391
Symbol:  501 | Count:    492 | Probability: 0.00000670446632059720
Symbol: -139 | Count:   5316 | Probability: 0.00007244094097620873
Symbol:  110 | Count:   9959 | Probability: 0.00013571093513582819
Symbol:  101 | Count:  12806 | Probability: 0.00017450690183245466
Symbol: -315 | Count:    418 | Probability: 0.00000569607097969437
Symbol: -130 | Count:   5401 | Probability: 0.00007359923292184036
Symbol:  -64 | Count:  11424 | Probability: 0.00015567443749289100
Symbol:  -69 | Count:  26366 | Probability: 0.00035928853457086515
Symbol:  -70 | Count:  17803 | Probability: 0.00024260084127152820
Symbol:  -63 | Count:  14995 | Probability: 0.00020433632617348566
Symbol:  -71 | Count:  10383 | Probability: 0.00014148876789992008
Symbol:  479 | Count:     36 | Probability: 0.00000049057070638516
Symbol: -253 | Count:    870 | Probability: 0.00001185545873764138
Symbol:   80 | Count:  44458 | Probability: 0.00060582756845754088
Symbol:  -72 | Count:   9102 | Probability: 0.00012403262693104811
Symbol:  505 | Count:    356 | Probability: 0.00000485119920758659
Symbol: -159 | Count:   2206 | Probability: 0.00003006108273015735
Symbol:  114 | Count:  10728 | Probability: 0.00014619007050277789
Symbol: -279 | Count:    426 | Probability: 0.00000580508669222440
Symbol:  113 | Count:   5638 | Probability: 0.00007682882340554266
Symbol: -158 | Count:   3552 | Probability: 0.00004840297636333585
Symbol: -267 | Count:    538 | Probability: 0.00000733130666764490
Symbol:  117 | Count:   6948 | Probability: 0.00009468014633233601
Symbol: -146 | Count:   4136 | Probability: 0.00005636112337802846
Symbol:  333 | Count:    499 | Probability: 0.00000679985506906098
Symbol:  -99 | Count:   5723 | Probability: 0.00007798711535117429
Symbol:  -97 | Count:   3526 | Probability: 0.00004804867529761324
Symbol: -101 | Count:   9791 | Probability: 0.00013342160517269746
Symbol: -106 | Count:   5267 | Probability: 0.00007177321973696226
Symbol: -105 | Count:  10725 | Probability: 0.00014614918961057912
Symbol: -108 | Count:   4907 | Probability: 0.00006686751267311065
Symbol:  341 | Count:    474 | Probability: 0.00000645918096740461
Symbol: -107 | Count:   5598 | Probability: 0.00007628374484289248
Symbol: -102 | Count:   6768 | Probability: 0.00009222729280041020
Symbol: -100 | Count:   3774 | Probability: 0.00005142816238604435
Symbol: -104 | Count:   3660 | Probability: 0.00004987468848249133
Symbol: -109 | Count:   8057 | Probability: 0.00010979244948181221
Symbol: -110 | Count:   6821 | Probability: 0.00009294952189592170
Symbol:  339 | Count:    599 | Probability: 0.00000816255147568642
Symbol: -113 | Count:   6585 | Probability: 0.00008973355837628564
Symbol: -111 | Count:   4171 | Probability: 0.00005683806712034737
Symbol: -115 | Count:   5923 | Probability: 0.00008071250816442518
Symbol:  321 | Count:    288 | Probability: 0.00000392456565108129
Symbol: -103 | Count:   4243 | Probability: 0.00005781920853311768
Symbol: -112 | Count:   5056 | Probability: 0.00006889793031898256
Symbol: -114 | Count:   5464 | Probability: 0.00007445773165801439
Symbol: -120 | Count:   5234 | Probability: 0.00007132352992277586
Symbol:  343 | Count:    872 | Probability: 0.00001188271266577389
Symbol: -117 | Count:   9717 | Probability: 0.00013241320983179461
Symbol: -116 | Count:   3710 | Probability: 0.00005055603668580405
Symbol:  337 | Count:    332 | Probability: 0.00000452415206999648
Symbol: -119 | Count:   4345 | Probability: 0.00005920915886787564
Symbol: -125 | Count:   8573 | Probability: 0.00011682396293999951
Symbol: -122 | Count:   5541 | Probability: 0.00007550700789111598
Symbol: -126 | Count:   6916 | Probability: 0.00009424408348221586
Symbol:  347 | Count:    780 | Probability: 0.00001062903197167848
Symbol: -121 | Count:   9718 | Probability: 0.00013242683679586087
Symbol: -118 | Count:   6953 | Probability: 0.00009474828115266728
Symbol:  -98 | Count:   5524 | Probability: 0.00007527534950198965
Symbol:   -2 | Count:  65061 | Probability: 0.00088658390911458161
Symbol:  355 | Count:    534 | Probability: 0.00000727679881137988
Symbol:   -1 | Count:    114 | Probability: 0.00000155347390355301
